accession	fetch_source	note
Q13905	uniprot	
Q5BJF6	uniprot	
Q5T7M9	uniprot	
Q8IZJ1	uniprot	
Q8WZ42	uniprot	
Q96AP4	uniprot	
Q99728	uniprot	
Q9BT88	uniprot	
Q9BUN1	uniprot	
Q9H987	uniprot	
Q9UBG3	uniprot	
Q9UKX2	uniprot	
Q9Y2G3	uniprot	
P62277	uniprot	
Q9Y6U3	uniprot	
O15254	uniprot	
P04839	uniprot	
P15515	uniprot	
A0M8Q6	uniprot	
O14830	uniprot	
O75830	uniprot	
P04279	uniprot	
P07197	uniprot	
Q6ZMY3	uniprot	
Q6ZRR7	uniprot	
Q8IWB6	uniprot	
Q8IZX4	uniprot	
Q8NHM4	uniprot	
Q8WXR4	uniprot	
Q96A08	uniprot	
Q96N38	uniprot	
Q9BYX7	uniprot	
Q9GZY0	uniprot	
Q9H222	uniprot	
Q9P2K9	uniprot	
Q9Y4K1	uniprot	
P08493	uniprot	
P19012	uniprot	
O00204	uniprot	
P07738	uniprot	
O95180	uniprot	
P49736	uniprot	
Q06830	uniprot	
Q14667	uniprot	
Q7Z4W1	uniprot	
Q86YS6	uniprot	
Q8IVW6	uniprot	
Q96QK1	uniprot	
Q99685	uniprot	
Q9HCI6	uniprot	
P07996	uniprot	
P62851	uniprot	
P04632	uniprot	
P27824	uniprot	
P48047	uniprot	
P04844	uniprot	
O95785	uniprot	
P29597	uniprot	
Q12797	uniprot	
Q14159	uniprot	
Q6IN85	uniprot	
Q6PII3	uniprot	
Q96T60	uniprot	
Q9NR09	uniprot	
Q9NYL9	uniprot	
Q9NZT1	uniprot	
Q9UJX4	uniprot	
Q9ULV0	uniprot	
Q9ULV4	uniprot	
Q9Y3Q8	uniprot	
Q9Y3Z3	uniprot	
Q9Y5P6	uniprot	
P01780	uniprot	
P20062	uniprot	
Q03188	uniprot	
Q53S58	uniprot	
Q96AY4	uniprot	
Q96M86	uniprot	
Q96P63	uniprot	
Q99973	uniprot	
Q9NQE7	uniprot	
Q9NUG4	uniprot	
P35579	uniprot	
A2RRP1	uniprot	
A5PLN7	uniprot	
P00338	uniprot	
O00560	uniprot	
O00303	uniprot	
P07711	uniprot	
O43852	uniprot	
P39060	uniprot	
O60299	uniprot	
O75179	uniprot	
P28066	uniprot	
Q00341	uniprot	
Q07960	uniprot	
Q13561	uniprot	
Q15154	uniprot	
Q15904	uniprot	
Q16659	uniprot	
Q4L180	uniprot	
Q5M775	uniprot	
Q5T200	uniprot	
Q5VTL8	uniprot	
Q5VW36	uniprot	
Q5VZE5	uniprot	
Q6NSJ2	uniprot	
Q6PFW1	uniprot	
Q70Z35	uniprot	
Q7L2H7	uniprot	
Q7Z5K2	uniprot	
Q7Z5L9	uniprot	
Q8N3A8	uniprot	
Q8NCL4	uniprot	
Q92698	uniprot	
Q96AG4	uniprot	
Q96MK3	uniprot	
Q9C0C2	uniprot	
Q9NR48	uniprot	
Q9NSY1	uniprot	
Q9NZM1	uniprot	
Q9P0M2	uniprot	
Q9UK76	uniprot	
Q9ULL1	uniprot	
Q9UPN3	uniprot	
Q9Y274	uniprot	
Q9Y2J8	uniprot	
Q9Y2L8	uniprot	
P02788	uniprot	
Q9HC84	uniprot	
Q99935	uniprot	
P01871	uniprot	
P02647	uniprot	
P31947	uniprot	
P35030	uniprot	
O14556	uniprot	
P32320	uniprot	
P08311	uniprot	
P50452	uniprot	
P02462	uniprot	
P23921	uniprot	
P51795	uniprot	
Q12882	uniprot	
Q16270	uniprot	
Q6ZMI3	uniprot	
Q76G19	uniprot	
Q8NBJ4	uniprot	
Q96Q42	uniprot	
Q9H190	uniprot	
Q9H1V8	uniprot	
Q9NQC1	uniprot	
Q9P0K7	uniprot	
Q9P232	uniprot	
P08133	uniprot	
P19878	uniprot	
P22676	uniprot	
P01008	uniprot	
P02749	uniprot	
P05546	uniprot	
A6NHN0	uniprot	
P29622	uniprot	
A8TX70	uniprot	
P07360	uniprot	
P22894	uniprot	
P07320	uniprot	
P08F94	uniprot	
P16050	uniprot	
Q02383	uniprot	
Q09428	uniprot	
Q502W7	uniprot	
Q5KSL6	uniprot	
Q7Z794	uniprot	
Q8IYT3	uniprot	
Q8N7J2	uniprot	
Q8NET4	uniprot	
Q96DT5	uniprot	
Q96JG9	uniprot	
Q9C0G6	uniprot	
Q9NZP5	uniprot	
Q9UM73	uniprot	
P01011	uniprot	
O15021	uniprot	
P50990	uniprot	
O75643	uniprot	
P55160	uniprot	
P16870	uniprot	
P16989	uniprot	
Q12907	uniprot	
Q6ZT98	uniprot	
Q8NDA2	uniprot	
Q96HW7	uniprot	
Q9BQI0	uniprot	
Q9H1Z4	uniprot	
Q9P2D3	uniprot	
Q9P2P5	uniprot	
Q9UBC3	uniprot	
Q9UM54	uniprot	
Q8NBS3	uniprot	
O60610	uniprot	
P38646	uniprot	
P49257	uniprot	
P51608	uniprot	
Q13438	uniprot	
Q9H6S3	uniprot	
P39656	uniprot	
P16070	uniprot	
P20591	uniprot	
P08727	uniprot	
O75592	uniprot	
O15119	uniprot	
P01133	uniprot	
Q0P6D6	uniprot	
Q13404	uniprot	
Q5HYK9	uniprot	
Q66GS9	uniprot	
Q86UU5	uniprot	
Q96EN8	uniprot	
Q9BYE4	uniprot	
Q9ULK5	uniprot	
P01704	uniprot	
P01824	uniprot	
P63220	uniprot	
P06703	uniprot	
P30086	uniprot	
O75915	uniprot	
P12429	uniprot	
O60784	uniprot	
P50570	uniprot	
P46734	uniprot	
P34913	uniprot	
O95073	uniprot	
P62906	uniprot	
P61247	uniprot	
P48729	uniprot	
P49750	uniprot	
P57679	uniprot	
Q08379	uniprot	
Q14344	uniprot	
Q14651	uniprot	
Q16881	uniprot	
Q3L8U1	uniprot	
Q66K14	uniprot	
Q70CQ2	uniprot	
Q86XP3	uniprot	
Q8IXQ5	uniprot	
Q969K4	uniprot	
Q9H9J2	uniprot	
Q9HCH5	uniprot	
Q9NQX3	uniprot	
Q9NQX4	uniprot	
Q9NXH9	uniprot	
Q9NXV6	uniprot	
Q9UHB7	uniprot	
Q9UJ04	uniprot	
Q8NFU4	uniprot	
P13645	uniprot	
A6PVS8	uniprot	
P13796	uniprot	
P10809	uniprot	
O00338	uniprot	
O75145	uniprot	
O75339	uniprot	
P09471	uniprot	
P35321	uniprot	
P98161	uniprot	
Q02413	uniprot	
Q06278	uniprot	
Q14114	uniprot	
Q14315	uniprot	
Q14739	uniprot	
Q5JR98	uniprot	
Q6ZVC0	uniprot	
Q86UR5	uniprot	
Q8WXG9	uniprot	
Q99523	uniprot	
P08962	uniprot	
O15162	uniprot	
Q96FX8	uniprot	
P40199	uniprot	
A2RTY3	uniprot	
P43652	uniprot	
P32754	uniprot	
P08922	uniprot	
P0DOX4	uniprot	
P10243	uniprot	
Q16566	uniprot	
Q6ZMR3	uniprot	
Q6ZQQ2	uniprot	
Q7Z570	uniprot	
Q8IV35	uniprot	
Q96JP2	uniprot	
Q9NZQ8	uniprot	
Q9Y4D8	uniprot	
P02748	uniprot	
P06454	uniprot	
P61457	uniprot	
O43933	uniprot	
O95822	uniprot	
P54868	uniprot	
Q16829	uniprot	
Q6P4Q7	uniprot	
Q7Z406	uniprot	
Q86VP6	uniprot	
Q8IZ52	uniprot	
Q96FZ7	uniprot	
Q99490	uniprot	
Q9H6A9	uniprot	
Q9UJU6	uniprot	
Q9ULZ3	uniprot	
Q01814	uniprot	
P13639	uniprot	
P24534	uniprot	
P09651	uniprot	
P43304	uniprot	
P46108	uniprot	
P42704	uniprot	
P20290	uniprot	
Q86YC2	uniprot	
Q8WXX5	uniprot	
Q9H4L7	uniprot	
Q9UQ80	uniprot	
P25311	uniprot	
P18085	uniprot	
O75691	uniprot	
O95185	uniprot	
Q04118	uniprot	
Q06828	uniprot	
Q4KWH8	uniprot	
Q7L775	uniprot	
Q96Q27	uniprot	
Q9BQI7	uniprot	
Q9NRR4	uniprot	
Q9NYY8	uniprot	
Q9UBH0	uniprot	
Q9UHA7	uniprot	
Q9ULG3	uniprot	
Q9Y4F1	uniprot	
P08758	uniprot	
P60842	uniprot	
P49748	uniprot	
P07814	uniprot	
P13797	uniprot	
O60476	uniprot	
O95714	uniprot	
O60934	uniprot	
P49721	uniprot	
P50213	uniprot	
Q9Y2A9	uniprot	
P47897	uniprot	
P52735	uniprot	
Q13207	uniprot	
Q14232	uniprot	
Q15652	uniprot	
Q5HYC2	uniprot	
Q5VZL5	uniprot	
Q6P2Q9	uniprot	
Q6ZNL6	uniprot	
Q7L3T8	uniprot	
Q8N2Y8	uniprot	
Q8NFD5	uniprot	
Q969S9	uniprot	
Q99684	uniprot	
Q9BTT6	uniprot	
Q9BZL4	uniprot	
Q9H3U1	uniprot	
Q9H5L6	uniprot	
Q9UBP0	uniprot	
Q9UMZ2	uniprot	
P35908	uniprot	
P20929	uniprot	
O43301	uniprot	
P40189	uniprot	
P11217	uniprot	
P10153	uniprot	
O95907	uniprot	
P16144	uniprot	
P17213	uniprot	
P55259	uniprot	
P57078	uniprot	
P98160	uniprot	
Q03154	uniprot	
Q08188	uniprot	
Q13367	uniprot	
Q14573	uniprot	
Q14721	uniprot	
Q2TAZ0	uniprot	
Q4G0X9	uniprot	
Q6UX06	uniprot	
Q8IZD2	uniprot	
Q8IZN3	uniprot	
Q8N461	uniprot	
Q8NAG6	uniprot	
Q99062	uniprot	
Q99661	uniprot	
Q9BPW4	uniprot	
Q9BVA6	uniprot	
Q9BYW2	uniprot	
Q9NRD9	uniprot	
Q9NVU7	uniprot	
Q9NXR1	uniprot	
A4D1F6	uniprot	
P07357	uniprot	
A6NNT2	uniprot	
O43543	uniprot	
O95968	uniprot	
O95996	uniprot	
P20794	uniprot	
P24046	uniprot	
Q16352	uniprot	
Q5T4T6	uniprot	
Q6ZTR5	uniprot	
Q8TDN1	uniprot	
Q8WUY9	uniprot	
Q8WXQ8	uniprot	
Q96EY9	uniprot	
Q96PD5	uniprot	
Q9C091	uniprot	
Q9HCF6	uniprot	
Q9NSB4	uniprot	
P04075	uniprot	
P02747	uniprot	
O43278	uniprot	
O00232	uniprot	
P15924	uniprot	
O75874	uniprot	
P04066	uniprot	
P34932	uniprot	
O94885	uniprot	
P10636	uniprot	
P23469	uniprot	
P98198	uniprot	
Q03001	uniprot	
Q86UD1	uniprot	
Q8IXT5	uniprot	
Q8WVV4	uniprot	
Q8WXH0	uniprot	
Q99715	uniprot	
Q9C0D2	uniprot	
Q9HCM1	uniprot	
Q9NRZ9	uniprot	
P27797	uniprot	
P48735	uniprot	
O75369	uniprot	
O60841	uniprot	
P23246	uniprot	
O75925	uniprot	
O94855	uniprot	
P40616	uniprot	
Q12888	uniprot	
Q5U5Z8	uniprot	
Q99996	uniprot	
Q9H5V9	uniprot	
Q9NP64	uniprot	
Q9NQR4	uniprot	
Q9Y4F3	uniprot	
Q8NC51	uniprot	
Q15233	uniprot	
P01706	uniprot	
P23083	uniprot	
P28562	uniprot	
Q13003	uniprot	
Q14146	uniprot	
Q149M9	uniprot	
Q5SVZ6	uniprot	
Q5TCQ9	uniprot	
Q76NI1	uniprot	
Q7Z736	uniprot	
Q86TI4	uniprot	
Q8NCG7	uniprot	
Q8TAF8	uniprot	
Q9BUH8	uniprot	
Q9BV73	uniprot	
Q9BW62	uniprot	
Q9P1Y6	uniprot	
P62241	uniprot	
Q99674	uniprot	
Q9UKR0	uniprot	
Q2UY09	uniprot	
P25398	uniprot	
P18206	uniprot	
P07858	uniprot	
P50552	uniprot	
O75069	uniprot	
P27348	uniprot	
O00584	uniprot	
P49588	uniprot	
O60437	uniprot	
P13804	uniprot	
O75096	uniprot	
P54577	uniprot	
O95391	uniprot	
P15848	uniprot	
P49790	uniprot	
Q04721	uniprot	
Q14008	uniprot	
Q14571	uniprot	
Q14CN2	uniprot	
Q53RE8	uniprot	
Q6P1N0	uniprot	
Q7Z4H3	uniprot	
Q8NCW5	uniprot	
Q8NDW4	uniprot	
Q92616	uniprot	
Q92620	uniprot	
Q93008	uniprot	
Q96D71	uniprot	
Q96P48	uniprot	
Q99460	uniprot	
Q9BZC7	uniprot	
Q9HD67	uniprot	
Q9P2F8	uniprot	
Q9UDY2	uniprot	
Q9UKY7	uniprot	
Q99623	uniprot	
Q5TH69	uniprot	
P28325	uniprot	
P02753	uniprot	
P10909	uniprot	
A8K2U0	uniprot	
P53814	uniprot	
O14686	uniprot	
O14732	uniprot	
O60494	uniprot	
O75164	uniprot	
P51606	uniprot	
P41218	uniprot	
P16234	uniprot	
P26583	uniprot	
P12004	uniprot	
P52823	uniprot	
P17948	uniprot	
P41002	uniprot	
P78559	uniprot	
Q05586	uniprot	
Q08426	uniprot	
Q13495	uniprot	
Q86Y91	uniprot	
Q8N2W9	uniprot	
Q8TBC3	uniprot	
Q92796	uniprot	
Q96JE9	uniprot	
Q96LB3	uniprot	
Q9BUB4	uniprot	
Q9BYV6	uniprot	
Q9C0C9	uniprot	
Q9H254	uniprot	
Q9HCY8	uniprot	
Q9ULL4	uniprot	
P13727	uniprot	
P09917	uniprot	
O60235	uniprot	
P02743	uniprot	
A6NES4	uniprot	
A6NM28	uniprot	
P40197	uniprot	
O43511	uniprot	
P07864	uniprot	
Q13224	uniprot	
Q5CZC0	uniprot	
Q6ZMV7	uniprot	
Q6ZQQ6	uniprot	
Q8IVF4	uniprot	
Q8IVV2	uniprot	
Q9BRK5	uniprot	
P36542	uniprot	
P18669	uniprot	
O43151	uniprot	
O43242	uniprot	
P38606	uniprot	
O94759	uniprot	
P46976	uniprot	
P51648	uniprot	
P52732	uniprot	
Q06323	uniprot	
Q08AM6	uniprot	
Q0D2K0	uniprot	
Q13162	uniprot	
Q15025	uniprot	
Q16134	uniprot	
Q496Y0	uniprot	
Q5SW79	uniprot	
Q6PI48	uniprot	
Q86X29	uniprot	
Q8N4C6	uniprot	
Q8TDJ6	uniprot	
Q92743	uniprot	
Q9BVQ7	uniprot	
Q9NR63	uniprot	
Q9P2B4	uniprot	
Q9UHY7	uniprot	
Q9UPU5	uniprot	
Q14974	uniprot	
P29692	uniprot	
P25705	uniprot	
P54920	uniprot	
O00519	uniprot	
O00571	uniprot	
P61106	uniprot	
O60832	uniprot	
P62995	uniprot	
P42336	uniprot	
Q04695	uniprot	
Q8TBA6	uniprot	
Q9BTC0	uniprot	
Q9BX69	uniprot	
Q9NQX1	uniprot	
Q9ULA0	uniprot	
P30085	uniprot	
A8MXE2	uniprot	
O15226	uniprot	
O95461	uniprot	
P52948	uniprot	
P35326	uniprot	
P09238	uniprot	
Q07092	uniprot	
Q68DQ2	uniprot	
Q6P2P2	uniprot	
Q6PCB0	uniprot	
Q7L1W4	uniprot	
Q7LC44	uniprot	
Q86UQ4	uniprot	
Q8NBP0	uniprot	
Q8TC59	uniprot	
Q8TEH3	uniprot	
Q96N67	uniprot	
Q9UKZ4	uniprot	
Q9UL46	uniprot	
Q9ULM0	uniprot	
Q9UMN6	uniprot	
Q9Y5T5	uniprot	
O75340	uniprot	
Q9UGL9	uniprot	
Q8N2E2	uniprot	
P07737	uniprot	
O94915	uniprot	
O00462	uniprot	
P27105	uniprot	
O14497	uniprot	
P13667	uniprot	
P17174	uniprot	
O60336	uniprot	
P52907	uniprot	
P26639	uniprot	
P53004	uniprot	
O75436	uniprot	
O75962	uniprot	
P43686	uniprot	
P46782	uniprot	
P49788	uniprot	
P22392	uniprot	
P82094	uniprot	
Q01804	uniprot	
Q03252	uniprot	
Q10567	uniprot	
Q15019	uniprot	
Q53SF7	uniprot	
Q86XP1	uniprot	
Q92878	uniprot	
Q96T23	uniprot	
Q99829	uniprot	
Q9GZR7	uniprot	
Q9H6S0	uniprot	
Q9H9E3	uniprot	
Q9P219	uniprot	
Q9UQE7	uniprot	
Q9Y2L6	uniprot	
P13473	uniprot	
Q99954	uniprot	
Q9UGM3	uniprot	
P01040	uniprot	
P01602	uniprot	
O43572	uniprot	
O60449	uniprot	
P52179	uniprot	
P11215	uniprot	
P48668	uniprot	
P48448	uniprot	
Q13421	uniprot	
Q14118	uniprot	
Q14624	uniprot	
Q15404	uniprot	
Q15700	uniprot	
Q15746	uniprot	
Q16769	uniprot	
Q6P1M9	uniprot	
Q76LX8	uniprot	
Q8N7W2	uniprot	
Q99856	uniprot	
Q9GZM7	uniprot	
Q9NUQ9	uniprot	
Q9NYQ8	uniprot	
Q9P2S6	uniprot	
Q9Y4C0	uniprot	
Q9BYD5	uniprot	
P20292	uniprot	
P19823	uniprot	
P0CF74	uniprot	
A8MTL9	uniprot	
P06331	uniprot	
O43174	uniprot	
O75594	uniprot	
P31025	uniprot	
P06850	uniprot	
P0DOX5	uniprot	
P51587	uniprot	
P78386	uniprot	
Q13231	uniprot	
Q6ZNE9	uniprot	
Q7Z3Y7	uniprot	
Q96JM4	uniprot	
Q9H3Q3	uniprot	
Q9P2V4	uniprot	
Q9Y6R7	uniprot	
Q58FF7	uniprot	
P07355	uniprot	
P52209	uniprot	
P16949	uniprot	
P06731	uniprot	
O75477	uniprot	
P23368	uniprot	
P42166	uniprot	
P78324	uniprot	
Q13428	uniprot	
Q14749	uniprot	
Q5T3U5	uniprot	
Q5VU92	uniprot	
Q8N3D4	uniprot	
Q8WZ74	uniprot	
Q96L34	uniprot	
Q99650	uniprot	
Q99707	uniprot	
Q9BX40	uniprot	
Q9H093	uniprot	
Q9NU02	uniprot	
Q9ULD4	uniprot	
Q9ULR3	uniprot	
Q16539	uniprot	
Q9HBG4	uniprot	
P22626	uniprot	
P05783	uniprot	
P35222	uniprot	
O14827	uniprot	
O75348	uniprot	
P42766	uniprot	
P18887	uniprot	
P78332	uniprot	
Q99798	uniprot	
Q9BW04	uniprot	
Q9NQV5	uniprot	
P12273	uniprot	
A1A4S6	uniprot	
A7E2Y1	uniprot	
P37837	uniprot	
O43361	uniprot	
O43541	uniprot	
Q08AH1	uniprot	
Q53G59	uniprot	
Q6WRI0	uniprot	
Q6ZN57	uniprot	
Q92830	uniprot	
Q9P1W3	uniprot	
Q9Y4G8	uniprot	
P26373	uniprot	
P05204	uniprot	
O14745	uniprot	
P30048	uniprot	
P11216	uniprot	
P04843	uniprot	
P60900	uniprot	
O14974	uniprot	
P40939	uniprot	
P31150	uniprot	
P09668	uniprot	
P10619	uniprot	
P29353	uniprot	
O60763	uniprot	
P23470	uniprot	
O75128	uniprot	
P58107	uniprot	
O96018	uniprot	
P19447	uniprot	
Q02543	uniprot	
Q09666	uniprot	
Q12830	uniprot	
Q15847	uniprot	
Q16394	uniprot	
Q2M2I5	uniprot	
Q6T4R5	uniprot	
Q7Z2Z2	uniprot	
Q7Z5J4	uniprot	
Q8NEL9	uniprot	
Q92794	uniprot	
Q969H0	uniprot	
Q9H4G0	uniprot	
Q9HC62	uniprot	
Q9NYU2	uniprot	
Q14508	uniprot	
P11277	uniprot	
P21741	uniprot	
P35555	uniprot	
P12109	uniprot	
P54652	uniprot	
P47755	uniprot	
P55786	uniprot	
O95841	uniprot	
P32004	uniprot	
P17900	uniprot	
O95084	uniprot	
P04259	uniprot	
P28370	uniprot	
P30279	uniprot	
Q01955	uniprot	
Q13017	uniprot	
Q14019	uniprot	
Q14515	uniprot	
Q14679	uniprot	
Q14767	uniprot	
Q4VCS5	uniprot	
Q5VUA4	uniprot	
Q63HR2	uniprot	
Q6UWP8	uniprot	
Q7Z2T5	uniprot	
Q7Z3J2	uniprot	
Q8TD84	uniprot	
Q8WXF7	uniprot	
Q96Q04	uniprot	
Q9BW30	uniprot	
Q9NRA1	uniprot	
P63173	uniprot	
P28070	uniprot	
Q8IZP9	uniprot	
Q02388	uniprot	
Q96JY6	uniprot	
P01042	uniprot	
P19827	uniprot	
P19652	uniprot	
B4DXR9	uniprot	
B5MCY1	uniprot	
O14746	uniprot	
P31327	uniprot	
P0DOX3	uniprot	
P84550	uniprot	
Q15058	uniprot	
Q5H9M0	uniprot	
Q5JQC9	uniprot	
Q6WRX3	uniprot	
Q7RTS7	uniprot	
Q7Z5P9	uniprot	
Q86SM5	uniprot	
Q8TE57	uniprot	
Q9P0X4	uniprot	
P05062	uniprot	
P61586	uniprot	
O00160	uniprot	
P49591	uniprot	
P00451	uniprot	
P55287	uniprot	
P51580	uniprot	
P25391	uniprot	
Q0ZGT2	uniprot	
Q15067	uniprot	
Q658N2	uniprot	
Q70EL4	uniprot	
Q8IWA4	uniprot	
Q96J02	uniprot	
Q9BQS7	uniprot	
Q9NPH3	uniprot	
Q9P2B7	uniprot	
Q9P2D0	uniprot	
Q9Y496	uniprot	
Q16651	uniprot	
P04406	uniprot	
P62249	uniprot	
P07305	uniprot	
O00268	uniprot	
P30041	uniprot	
P30038	uniprot	
P16402	uniprot	
P10070	uniprot	
P51815	uniprot	
Q01813	uniprot	
Q14202	uniprot	
Q3KQV9	uniprot	
Q96IU4	uniprot	
Q9UIX4	uniprot	
Q9Y2D8	uniprot	
Q9Y5X1	uniprot	
P15516	uniprot	
P01766	uniprot	
C9JE40	uniprot	
Q01974	uniprot	
Q15468	uniprot	
Q6R2W3	uniprot	
Q6UX46	uniprot	
Q86UN2	uniprot	
Q86Y56	uniprot	
Q8IUZ0	uniprot	
Q8IWX5	uniprot	
Q8IY85	uniprot	
Q9BXA6	uniprot	
Q9H6W3	uniprot	
Q9H9J4	uniprot	
Q9HAU5	uniprot	
Q9HD89	uniprot	
Q9UHJ3	uniprot	
P14207	uniprot	
Q7Z5L0	uniprot	
O43707	uniprot	
P30101	uniprot	
P30043	uniprot	
O15050	uniprot	
O60506	uniprot	
O95793	uniprot	
P36543	uniprot	
P62857	uniprot	
P41162	uniprot	
P85299	uniprot	
Q12767	uniprot	
Q12923	uniprot	
Q13049	uniprot	
Q13464	uniprot	
Q13576	uniprot	
Q5JTZ9	uniprot	
Q5XPI4	uniprot	
Q6PGP7	uniprot	
Q86YV5	uniprot	
Q8IWJ2	uniprot	
Q8NDL9	uniprot	
Q8WUY3	uniprot	
Q92538	uniprot	
Q969Q6	uniprot	
Q9BY89	uniprot	
Q9HAR2	uniprot	
Q9NVJ2	uniprot	
Q9P2M7	uniprot	
Q9Y3B6	uniprot	
Q9Y697	uniprot	
Q5VVQ6	uniprot	
P61626	uniprot	
P01024	uniprot	
P01023	uniprot	
P19961	uniprot	
P58062	uniprot	
P23219	uniprot	
O00562	uniprot	
P24043	uniprot	
P43487	uniprot	
P35052	uniprot	
O75153	uniprot	
P55060	uniprot	
P50453	uniprot	
O95644	uniprot	
P15502	uniprot	
P36897	uniprot	
Q13023	uniprot	
Q53EV4	uniprot	
Q6ZVX7	uniprot	
Q7Z3B4	uniprot	
Q8N3C7	uniprot	
Q8N3K9	uniprot	
Q8N3V7	uniprot	
Q8N474	uniprot	
Q8NBT2	uniprot	
Q8WWA0	uniprot	
Q92608	uniprot	
Q9UQ03	uniprot	
P15144	uniprot	
O14639	uniprot	
P16930	uniprot	
O95757	uniprot	
P30838	uniprot	
P04114	uniprot	
A6NCF5	uniprot	
P02549	uniprot	
P0C6C1	uniprot	
P11487	uniprot	
P43681	uniprot	
Q0Z7S8	uniprot	
Q15256	uniprot	
Q4G0N8	uniprot	
Q502W6	uniprot	
Q5T8R8	uniprot	
Q6ZMV9	uniprot	
Q6ZP82	uniprot	
Q8IVF6	uniprot	
Q8TE73	uniprot	
Q96JB8	uniprot	
Q9BZ19	uniprot	
Q9NYC9	uniprot	
O75367	uniprot	
P49902	uniprot	
O60664	uniprot	
O60281	uniprot	
P30414	uniprot	
P23508	uniprot	
Q15276	uniprot	
Q15910	uniprot	
Q6IPM2	uniprot	
Q86TP1	uniprot	
Q86TU7	uniprot	
Q8IYA6	uniprot	
Q8TBB1	uniprot	
Q96RL7	uniprot	
Q99590	uniprot	
Q99797	uniprot	
Q9H6R4	uniprot	
Q9NQW7	uniprot	
Q9P2K8	uniprot	
Q9P2L0	uniprot	
P00403	uniprot	
P01034	uniprot	
P12814	uniprot	
P21926	uniprot	
P56134	uniprot	
P67936	uniprot	
P49755	uniprot	
P49411	uniprot	
P35754	uniprot	
O75976	uniprot	
P10412	uniprot	
P62312	uniprot	
P84098	uniprot	
Q14980	uniprot	
Q16836	uniprot	
Q5T5P2	uniprot	
Q8NCW6	uniprot	
Q9BWS9	uniprot	
Q9HD33	uniprot	
Q9NWZ3	uniprot	
Q9Y376	uniprot	
P13010	uniprot	
Q6YI46	uniprot	
Q8TD31	uniprot	
P07437	uniprot	
P26640	uniprot	
Q9UBS5	uniprot	
Q9Y676	uniprot	
Q5SSG8	uniprot	
Q99941	uniprot	
P69905	uniprot	
P0C0L5	uniprot	
P62269	uniprot	
Q15477	uniprot	
Q9UGU0	uniprot	
P47929	uniprot	
P30613	uniprot	
O15263	uniprot	
P00751	uniprot	
Q14525	uniprot	
Q8IVW1	uniprot	
P25440	uniprot	
P23141	uniprot	
Q08345	uniprot	
Q99519	uniprot	
O76009	uniprot	
P22102	uniprot	
Q15323	uniprot	
Q9Y333	uniprot	
P13942	uniprot	
O60888	uniprot	
P08575	uniprot	
O76014	uniprot	
P02810	uniprot	
P34931	uniprot	
O95445	uniprot	
Q6A163	uniprot	
O95867	uniprot	
Q9C075	uniprot	
P0C0L4	uniprot	
P05538	uniprot	
Q99456	uniprot	
Q16378	uniprot	
O00299	uniprot	
Q6A162	uniprot	
Q9UPP2	uniprot	
P06681	uniprot	
