accession	fetch_source	note
BAH10155.1	ncbi	species: Tresus keenae; common name: clam; IUIS Allergen: Unassigned; Type: Food Animal; Group: Tresus tropomyosin; Allergenicity: IgE but no biological test; 1st V: 10; curationNote: 
BAH10156.1	ncbi	species: Solen strictus; common name: Gould's razor shell; IUIS Allergen: Unassigned; Type: Food Animal; Group: Solen tropomyosin; Allergenicity: IgE but no biological test; 1st V: 10; curationNote: 
BAH10157.1	ncbi	species: Venerupis philippinarum; common name: Clam; IUIS Allergen: Unassigned; Type: Food Animal; Group: Venerupis tropomyosin; Allergenicity: IgE but no biological test; 1st V: 10; curationNote: 
BAH59276.1	ncbi	species: Protortonia cacti; common name: Arthropod; IUIS Allergen: Unassigned; Type: Food Animal; Group: Protortonia; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
BAI94503.1	ncbi	species: Cryptomeria japonica; common name: Japanese cedar; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Cryptomeria pollen allergen CJP-8; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAJ04354.1	ncbi	species: Cryptomeria japonica; common name: Japanese cedar; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Cryptomeria pollen allergen CPA63; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAJ07603.1	ncbi	species: Oncorhynchus keta; common name: chum salmon; IUIS Allergen: Onc k 5.0101; Type: Food Animal; Group: Oncorhynchus Onc k 5; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
BAJ61596.1	ncbi	species: Haliotis discus discus; common name: Disk abalone; IUIS Allergen: Unassigned; Type: Food Animal; Group: Haliotis paramyosin; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAJ78220.1	ncbi	species: Anisakis simplex; common name: Parasitic fish worm; IUIS Allergen: Ani s 11.0101; Type: Food Animal; Group: Anisakis Ani s 11; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAJ78221.1	ncbi	species: Anisakis simplex; common name: Parasitic fish worm; IUIS Allergen: Unassigned; Type: Food Animal; Group: Anisakis Ani s 11; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAJ78222.1	ncbi	species: Anisakis simplex; common name: Parasitic fish worm; IUIS Allergen: Unassigned; Type: Food Animal; Group: Anisakis Ani s 11; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAJ78223.1	ncbi	species: Anisakis simplex; common name: Parasitic fish worm; IUIS Allergen: Ani s 12.0101; Type: Food Animal; Group: Anisakis Ani s 12; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAK09232.1	ncbi	species: Evynnis japonica; common name: Crimson seabream; IUIS Allergen: Unassigned; Type: Food Animal; Group: Evynnis parvalbumin; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAK09233.1	ncbi	species: Evynnis japonica; common name: Crimson seabream; IUIS Allergen: Unassigned; Type: Food Animal; Group: Evynnis parvalbumin; Allergenicity: IgE but no biological test; 1st V: 12; curationNote: 
BAN29066.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Tri a 20.0101; Type: Food Plant; Group: Triticum Tri a 20; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
BAN29067.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum omega-5 gliadin Tri a 19; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
BAN29068.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
BAN29069.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum Tri a 36; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
BAO50870.1	ncbi	species: Fagopyrum esculentum; common name: Buckwheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Fagopyrum esculentum 13S globulins IgE binding; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
BAO50872.1	ncbi	species: Fagopyrum esculentum; common name: Buckwheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Fagopyrum esculentum 13S globulins IgE binding; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
BAT21117.1	ncbi	species: Fagopyrum esculentum; common name: Buckwheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Fagopyrum vicilin-like Fag e 3; Allergenicity: IgE but no biological test; 1st V: 17; curationNote: 
BAT62430.1	ncbi	species: Anisakis simplex; common name: Parasitic fish worm; IUIS Allergen: Ani s 14.0101; Type: Food Animal; Group: Anisakis Ani s 14; Allergenicity: IgE but no biological test; 1st V: 17; curationNote: 
BAV90601.1	ncbi	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Der f 34.0101; Type: Aero Mite; Group: Dermatophagoides farinae Der f 34; Allergenicity: IgE but no biological test; 1st V: 17; curationNote: 
BAW03242.1	ncbi	species: Liposcelis bostrychophila; common name: booklice; IUIS Allergen: Lip b 1.0102; Type: Aero Insect; Group: Liposcelis Lip b 1 Fragments; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
BAW03243.1	ncbi	species: Liposcelis bostrychophila; common name: booklice; IUIS Allergen: Lip b 1.0101; Type: Aero Insect; Group: Liposcelis Lip b 1 Fragments; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
BAX34757.1	ncbi	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Der f 35.0101; Type: Aero Mite; Group: Dermatophagoides Der f 35; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
BBA83994.1	ncbi	species: Actinidia chinensis; common name: Kiwi; IUIS Allergen: Unassigned; Type: Food Plant; Group: Actinidia Act c 1 Act d 1 Actinidin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 19; curationNote: 
BBE27860.1	ncbi	species: Fragaria x ananassa; common name: Strawberry; IUIS Allergen: Unassigned; Type: Food Plant; Group: Fragaria  Fra a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 19; curationNote: 
BBP47166.1	ncbi	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cupressus semperverens Cup s 7; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
BCK60955.1	ncbi	species: Dermatophagoides microceras; common name: House dust mite; IUIS Allergen: Unassigned; Type: Unassigned; Group: Dermatophagoides microceras Der m 1; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
C0HJZ1.1	uniprot	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Ara h 13.0102; Type: Food Plant; Group: Arachis Ara h 13 defensin; Allergenicity: IgE but no biological test; 1st V: 17; curationNote: 
C0HKC0.1	uniprot	species: Punica granatum; common name: Pomegranate; IUIS Allergen: Pun g 7; Type: Food Plant; Group: Punica peptide Pommaclein Pun g 7; Allergenicity: IgE but no biological test; 1st V: 18; curationNote: 
C0HKF5.1	uniprot	species: Petroselinum crispum; common name: Parsley; IUIS Allergen: Unassigned; Type: Unassigned; Group: Apium Api g 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 22; curationNote: 
C0HL99.1	uniprot	species: Actinidia deliciosa; common name: Kiwi; IUIS Allergen: Act d 9.0101; Type: Food Plant; Group: Actinidia Act d 9, profilin; Allergenicity: IgE but no biological test; 1st V: 19; curationNote: 
C0HLA0.1	uniprot	species: Chamaecyparis obtusa; common name: Japanese cypress; IUIS Allergen: Cha o 3.0101; Type: Aero Plant; Group: Chamaecyparis obtusa Cha o 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 19; curationNote: 
C0HLL3.1	uniprot	species: Vespa velutina; common name: ; IUIS Allergen: Unassigned; Type: Venom or Salivary; Group: Vesp v 1; Allergenicity: IgE but no biological test; 1st V: 21; curationNote: 
C0HLQ0.1	uniprot	species: Juniperus ashei; common name: Mountain cedar; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cupressus semperverens Cup s 7; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
C0HLQ1.1	uniprot	species: Cryptomeria japonica; common name: Japanese cedar; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cupressus semperverens Cup s 7; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
C0HLQ2.1	uniprot	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Unassigned; Type: Unassigned; Group: Cupressus semperverens Cup s 7; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
C0HLR7.1	uniprot	species: Macadamia integrifolia; common name: ; IUIS Allergen: Unassigned; Type: Unassigned; Group: Macadamia i 2 partial 11S vicilin; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
C37396	ncbi	species: Schedonorus arundinaceus; common name: Tall fescue; IUIS Allergen: Unassigned; Type: Venom or Salivary; Group: Festuca group 1 allergen; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
C53806	ncbi	species: Olea europaea; common name: Olive tree; IUIS Allergen: Ole e 1.0104; Type: Aero Plant; Group: Olea Ole e 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
C7A639.1	uniprot	species: Litopenaeus vannamei; common name: Whiteleg Shrimp; IUIS Allergen: Unassigned; Type: Unassigned; Group: Litopenaeus  Lit v 4 sarcoplasmic Ca+ binding; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 23; curationNote: 
C7E3T4.1	uniprot	species: Penaeus monodon; common name: Black tiger shrimp; IUIS Allergen: Unassigned; Type: Food Animal; Group: Penaeus Pen m 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 12; curationNote: 
C9EIP1.1	uniprot	species: Scylla serrata; common name: giant mud crab; IUIS Allergen: Unassigned; Type: Food Animal; Group: Scylla arginine kinase Scy p 2; Allergenicity: IgE but no biological test; 1st V: 20; curationNote: 
CAA01909.1	ncbi	species: Cynodon dactylon; common name: Bermuda grass; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Cynodon Cyn d 7; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA01910.1	ncbi	species: Cynodon dactylon; common name: Bermuda grass; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Cynodon Cyn d 7; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA04823.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA04826.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA04827.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Bet v 1.0116; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA04828.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Bet v 1.0206; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA04829.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA04959.1	ncbi	species: Aspergillus fumigatus; common name: Fungus; IUIS Allergen: Asp f 4.0101; Type: Aero Fungi; Group: Aspergillus Asp f 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA05186.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA05187.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA05188.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA05190.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA05978.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: ; Type: Contact; Group: Hevea Hev b 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA06305.1	ncbi	species: Aspergillus fumigatus; common name: Fungus; IUIS Allergen: Asp f 1; Type: Aero Fungi; Group: Aspergillus Asp f 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07318.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07319.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07320.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07323.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Bet v 1.0117; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07324.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07325.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07326.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07327.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07328.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07329.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Bet v 1.0118; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA07330.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA08836.1	ncbi	species: Hordeum vulgare subsp. vulgare; common name: Barley; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Hordeum Alpha-amylase inhibitor BDAI-1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA09883.1	ncbi	species: Malassezia sympodialis; common name: Yeast; IUIS Allergen: Mala s 5.0101; Type: Contact; Group: Malassezia Mala s 5; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA09884.1	ncbi	species: Malassezia sympodialis; common name: Yeast; IUIS Allergen: Mala s 6.0101; Type: Contact; Group: Malassezia Mala s 6; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA09885.1	ncbi	species: Malassezia sympodialis; common name: Yeast; IUIS Allergen: Mala s 7.0101; Type: Contact; Group: Malassezia Mala s 7; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA09886.2	ncbi	species: Malassezia sympodialis; common name: Yeast; IUIS Allergen: Mala s 8.0101; Type: Contact; Group: Malassezia Mala s 8; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA09887.4	ncbi	species: Malassezia sympodialis; common name: Yeast; IUIS Allergen: Mala s 9.0101; Type: Contact; Group: Malassezia Mala s 9; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA09938.2	ncbi	species: Chironomus kiiensis; common name: Midge; IUIS Allergen: Chi k 10.0101; Type: Aero Insect; Group: Chironomus Chi k 10; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA10140.1	ncbi	species: Holcus lanatus; common name: Velvet grass; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Holcus Hol l 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA10345.1	ncbi	species: Dactylis glomerata; common name: Orchard grass; IUIS Allergen: ; Type: Aero Plant; Group: Dactylis Dac g 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA10520.1	ncbi	species: Poa pratensis; common name: Kentucky bluegrass; IUIS Allergen: Poa p 1.0101; Type: Aero Plant; Group: Poa Poa p 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA11041.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Hev b 7.02; Type: Contact; Group: Hevea Hev b 7; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA11042.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Unassigned; Type: Contact; Group: Hevea Hev b 7; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA11266.1	ncbi	species: Aspergillus fumigatus; common name: Fungus; IUIS Allergen: Asp f 9.0101; Type: Aero Fungi; Group: Aspergillus Asp f 9; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA11755.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Gly m 3.0102; Type: Food Plant; Group: Glycine Gly m 3; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA11756.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Gly m 3.0101; Type: Food Plant; Group: Glycine Gly m 3; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
CAA23681.1	ncbi	species: Gallus gallus; common name: chicken; IUIS Allergen: ; Type: Food Animal; Group: Gallus Gal d 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA23682.1	ncbi	species: Gallus gallus; common name: chicken; IUIS Allergen: ; Type: Food Animal; Group: Gallus Gal d 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA23711.1	ncbi	species: Gallus gallus; common name: chicken; IUIS Allergen: Gal d 4.0101; Type: Food Animal; Group: Gallus Gal d 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA24933.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA24934.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA25593.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum alpha/beta gliadin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA26038.1	ncbi	species: Apis mellifera; common name: Honeybee; IUIS Allergen: Api m 4.0101; Type: Venom or Salivary; Group: Apis Api m 4 Melittin; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA26040.1	ncbi	species: Gallus gallus; common name: chicken; IUIS Allergen: Gal d 3.0101; Type: Food Animal; Group: Gallus Gal d 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA26383.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum alpha/beta gliadin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA26384.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum alpha/beta gliadin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA26385.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum alpha/beta gliadin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA26478.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Unassigned; Type: Food Plant; Group: Glycine Gly m 6.0401; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA26575.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Unassigned; Type: Food Plant; Group: Glycine Gly m 6.0201; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA26723.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Unassigned; Type: Food Plant; Group: Glycine Gly m 6.0101; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA26847.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA26953.1	ncbi	species: Mus musculus; common name: Mouse; IUIS Allergen: Mus m 1.0101; Type: Aero Animal; Group: Mus Mus m 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA27052.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA27571.1	ncbi	species: Solanum tuberosum; common name: Potato; IUIS Allergen: Unassigned; Type: Food Plant; Group: Solanum Sola t 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA27588.1	ncbi	species: Solanum tuberosum; common name: Potato; IUIS Allergen: Unassigned; Type: Food Plant; Group: Solanum Sola t 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA29664.1	ncbi	species: Bos taurus; common name: Bovine; IUIS Allergen: Unassigned; Type: Food Animal; Group: Bos Bos d 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA30570.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 36; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA31395.4	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Tri a 26.0101; Type: Food Plant; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA31396.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 26; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA31575.1	ncbi	species: Solanum tuberosum; common name: Potato; IUIS Allergen: Unassigned; Type: Food Plant; Group: Solanum Sola t 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA31685.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 36; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA32835.1	ncbi	species: Bos taurus; common name: Bovine; IUIS Allergen: Bos d 5.0101; Type: Food Animal; Group: Bos Bos d 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA33217.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Gly m 6.0301; Type: Food Plant; Group: Glycine Gly m 6.0301; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA33887.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Bet v 1.0101; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA34486.1	ncbi	species: Actinidia deliciosa; common name: Kiwi; IUIS Allergen: Act d 1.0101; Type: Food Plant; Group: Actinidia Act c 1 Act d 1 Actinidin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA34709.1	ncbi	species: Triticum turgidum subsp. durum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum aestivum Tri a 40; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA35188.1	ncbi	species: Hordeum vulgare; common name: Barley; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Hordeum Trypsin inhibitor CMe; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA35238.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Gliadin; Group: Triticum alpha/beta gliadin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA35597.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Tri a 30.0101; Type: Aero Plant; Group: Triticum Tri a 30; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA35598.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Triticum Tri a 29; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA35691.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Unassigned; Type: Food Plant; Group: Glycine Gly m 5.0101 alpha subunit beta congl; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA35692.1	ncbi	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Der p 5.0101; Type: Aero Mite; Group: Dermatophagoides Der p 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA36063.1	ncbi	species: Triticum turgidum subsp. durum; common name: Wheat; IUIS Allergen: Unassigned; Type: Food Plant; Group: Triticum Tri a 36; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA37044.1	ncbi	species: Glycine max; common name: Soybean; IUIS Allergen: Unassigned; Type: Food Plant; Group: Glycine Gly m 6.0401; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
CAA38097.1	ncbi	species: Ricinus communis; common name: Castor bean; IUIS Allergen: Ric c 1.0101; Type: Food Plant; Group: Ricinus Ric c 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA39099.1	ncbi	species: Triticum turgidum subsp. durum; common name: Wheat; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Triticum Tri a 29; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA39880.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Hev b 1.0101; Type: Contact; Group: Hevea Hev b 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
CAA41956.1	ncbi	species: Hordeum vulgare subsp. vulgare; common name: Barley; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Hordeum Alpha-amylase inhibitor component Cma; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
CAA42453.1	ncbi	species: Triticum aestivum; common name: Wheat; IUIS Allergen: Tri a 40.0101; Type: Aero Plant; Group: Triticum aestivum Tri a 40; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
