protein_id	source	ncbi_taxid	genus	species	description
T_tenax_00g098210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g104860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g109460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g121940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g006610		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g037720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g047550		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g053450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g067070		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g083790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g086920		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g090930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g116670		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g129240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g132340		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g137020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g143920		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g147540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g150970		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g155690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g159000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g159750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g180680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g183320		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g190240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g068980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g106530		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g144030		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g041250		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g045600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g065710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068300		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g072070		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g073780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g086310		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g093750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g094600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g134980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g138660		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g150000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g158780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g159390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g168960		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g183570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g069540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g071630		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g129490		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g161600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g017980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g041070		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g049550		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g051840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g055170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g078700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g079750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g115580		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g144990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g147010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g148350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g162470		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g185180		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g066560		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g000250		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g016730		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g020190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g026940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g057850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g071760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g090620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g104970		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g112620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g120760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g121180		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g146490		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g154050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g176170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g023140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g085970		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g109940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g004380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g014260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g046740		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g061570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g091340		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g098930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g103220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g161010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g168720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g171160		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g173720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g029480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g048580		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g118880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g133940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g161780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g002770		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g017020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g058730		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g071210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g071710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g108540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g138190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g176990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g184590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g050380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g066590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g144190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g165640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g030280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g038520		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g056240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g063710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g136020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g177030		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g184660		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g042790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g046010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g066360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g092690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g120990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g145370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g152600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g000460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g071620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g076060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g086650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g124790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g024840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g031460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g064360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g083550		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g158960		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g007940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g043190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g047820		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g102800		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g122740		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g161240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g002090		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g002140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g062600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g081080		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g094400		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g138500		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g151480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g164000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g083750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g154210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g000420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g001490		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g010010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g010230		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g028940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g040850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g048710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g110590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g014330		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g034340		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g053070		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g112130		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g001100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g013540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g017100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g040510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g042490		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g050480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g086590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g137840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g034820		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g069720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g088040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g088460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g127230		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g006410		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g006670		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g027430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g050530		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g094170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g103850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g108360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g113600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g116960		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g117340		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g129790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g152030		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g007690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g032640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g053590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g184220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g025130		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g045830		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g048590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g066910		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g077770		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g115380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g155260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g163830		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g170510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g021330		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g049320		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g058390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g002740		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g005280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g006430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g009280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g010890		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g041290		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g056580		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g068730		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g139040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g013040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g021510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g080570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g102980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g144740		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g011420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g019650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g035220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g057030		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g078980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g114760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g116970		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143950		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g073880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g014230		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g024280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g044210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g074040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g080960		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g097840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g128400		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g134180		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g145500		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g147170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g162190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g018990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g043410		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g046540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g149210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g154580		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g020110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g020870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g042010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g079210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g087760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g137100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g138640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g144170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g145110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g145410		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g163600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g002690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g024390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g003010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g004550		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g009580		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g042730		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g049620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g119620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g123010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g161220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g165600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g166610		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g028930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g091370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g105160		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g142360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g004600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g011590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g016020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g032140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g042380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g066350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g128210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g157010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g012940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g042700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g045080		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g053230		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g059940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g110280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g122190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g124440		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g135420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g145040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g169260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g012980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g028560		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g083850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g140540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g144420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g038950		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g045990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g052570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g085210		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g160270		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g043600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g065320		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g095760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g127790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g003650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g027540		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g030560		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g038460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g054930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g085990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g107140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g123680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g130450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g001420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g041590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g118650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g139340		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g016200		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g057420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g076570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g131870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g150870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g157930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g170090		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g053100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g076570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g078050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g128370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g172610		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g009160		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g024330		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g036490		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g039990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g075390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g078960		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g083580		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g094280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g111090		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143560		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g050770		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g033050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g102890		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g108760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g129040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g130850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g136050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g141000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g063470		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g071980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g078060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g161350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g189000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g038750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g052140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g134330		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g141180		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g084240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g090480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g096220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g004720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g024830		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g052450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g093720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g170350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g016880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g034110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g158190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g000810		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g002590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g002850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g012700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g012860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g053900		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g086010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g087090		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g112700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g118160		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g149220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g053810		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g066310		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g075220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g077270		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g139800		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g007020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g109350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g116780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g122200		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g012650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g015680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g037930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g081020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g127130		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g139270		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g150780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g094150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g095060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g100310		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g019170		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g019570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g022380		43075	Trichomonas	tenax	hypothetical protein
